icd10_code,three_digit,long_desc,major,sub_chapter,chapter
S34.104A,S34,"Unspecified injury to L4 level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.104S,S34,"Unspecified injury to L4 level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.105A,S34,"Unspecified injury to L5 level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.105S,S34,"Unspecified injury to L5 level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.109A,S34,"Unspecified injury to unspecified level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.109S,S34,"Unspecified injury to unspecified level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.111A,S34,"Complete lesion of L1 level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.111S,S34,"Complete lesion of L1 level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.112A,S34,"Complete lesion of L2 level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.112S,S34,"Complete lesion of L2 level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.113A,S34,"Complete lesion of L3 level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.113S,S34,"Complete lesion of L3 level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.114A,S34,"Complete lesion of L4 level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.114S,S34,"Complete lesion of L4 level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.115A,S34,"Complete lesion of L5 level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.115S,S34,"Complete lesion of L5 level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.119A,S34,"Complete lesion of unspecified level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.119S,S34,"Complete lesion of unspecified level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.121A,S34,"Incomplete lesion of L1 level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.121S,S34,"Incomplete lesion of L1 level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.122A,S34,"Incomplete lesion of L2 level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.122S,S34,"Incomplete lesion of L2 level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.123A,S34,"Incomplete lesion of L3 level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.123S,S34,"Incomplete lesion of L3 level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.124A,S34,"Incomplete lesion of L4 level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.124S,S34,"Incomplete lesion of L4 level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.125A,S34,"Incomplete lesion of L5 level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.125S,S34,"Incomplete lesion of L5 level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.129A,S34,"Incomplete lesion of unspecified level of lumbar spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.129S,S34,"Incomplete lesion of unspecified level of lumbar spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.131A,S34,"Complete lesion of sacral spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.131S,S34,"Complete lesion of sacral spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.132A,S34,"Incomplete lesion of sacral spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.132S,S34,"Incomplete lesion of sacral spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.139A,S34,"Unspecified injury to sacral spinal cord, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.139S,S34,"Unspecified injury to sacral spinal cord, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.21XA,S34,"Injury of nerve root of lumbar spine, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.21XS,S34,"Injury of nerve root of lumbar spine, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.22XA,S34,"Injury of nerve root of sacral spine, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.22XS,S34,"Injury of nerve root of sacral spine, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.3XXA,S34,"Injury of cauda equina, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.3XXS,S34,"Injury of cauda equina, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.4XXA,S34,"Injury of lumbosacral plexus, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.4XXS,S34,"Injury of lumbosacral plexus, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.5XXA,S34,"Injury of lumbar, sacral and pelvic sympathetic nerves, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.5XXS,S34,"Injury of lumbar, sacral and pelvic sympathetic nerves, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.6XXA,S34,"Injury of peripheral nerve(s) at abdomen, lower back and pelvis level, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.6XXS,S34,"Injury of peripheral nerve(s) at abdomen, lower back and pelvis level, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.8XXA,S34,"Injury of other nerves at abdomen, lower back and pelvis level, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.8XXS,S34,"Injury of other nerves at abdomen, lower back and pelvis level, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.9XXA,S34,"Injury of unspecified nerves at abdomen, lower back and pelvis level, initial encounter","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S34.9XXS,S34,"Injury of unspecified nerves at abdomen, lower back and pelvis level, sequela","Inj lower spinl cord and nrv at abd, low back and pelv level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S23.0XXA,S23,"Traumatic rupture of thoracic intervertebral disc, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.0XXS,S23,"Traumatic rupture of thoracic intervertebral disc, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.100A,S23,"Subluxation of unspecified thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.100S,S23,"Subluxation of unspecified thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.101A,S23,"Dislocation of unspecified thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.101S,S23,"Dislocation of unspecified thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.110A,S23,"Subluxation of T1/T2 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.110S,S23,"Subluxation of T1/T2 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.111A,S23,"Dislocation of T1/T2 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.111S,S23,"Dislocation of T1/T2 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.120A,S23,"Subluxation of T2/T3 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.120S,S23,"Subluxation of T2/T3 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.121A,S23,"Dislocation of T2/T3 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.121S,S23,"Dislocation of T2/T3 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.122A,S23,"Subluxation of T3/T4 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.122S,S23,"Subluxation of T3/T4 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.123A,S23,"Dislocation of T3/T4 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.123S,S23,"Dislocation of T3/T4 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.130A,S23,"Subluxation of T4/T5 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.130S,S23,"Subluxation of T4/T5 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.131A,S23,"Dislocation of T4/T5 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.131S,S23,"Dislocation of T4/T5 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.132A,S23,"Subluxation of T5/T6 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.132S,S23,"Subluxation of T5/T6 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.133A,S23,"Dislocation of T5/T6 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.133S,S23,"Dislocation of T5/T6 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.140A,S23,"Subluxation of T6/T7 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.140S,S23,"Subluxation of T6/T7 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.141A,S23,"Dislocation of T6/T7 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.141S,S23,"Dislocation of T6/T7 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.142A,S23,"Subluxation of T7/T8 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.142S,S23,"Subluxation of T7/T8 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.143A,S23,"Dislocation of T7/T8 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.143S,S23,"Dislocation of T7/T8 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.150A,S23,"Subluxation of T8/T9 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.150S,S23,"Subluxation of T8/T9 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.151A,S23,"Dislocation of T8/T9 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.151S,S23,"Dislocation of T8/T9 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.152A,S23,"Subluxation of T9/T10 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.152S,S23,"Subluxation of T9/T10 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.153A,S23,"Dislocation of T9/T10 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.153S,S23,"Dislocation of T9/T10 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.160A,S23,"Subluxation of T10/T11 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.160S,S23,"Subluxation of T10/T11 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.161A,S23,"Dislocation of T10/T11 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.161S,S23,"Dislocation of T10/T11 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.162A,S23,"Subluxation of T11/T12 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.162S,S23,"Subluxation of T11/T12 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.163A,S23,"Dislocation of T11/T12 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.163S,S23,"Dislocation of T11/T12 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.170A,S23,"Subluxation of T12/L1 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.170S,S23,"Subluxation of T12/L1 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.171A,S23,"Dislocation of T12/L1 thoracic vertebra, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.171S,S23,"Dislocation of T12/L1 thoracic vertebra, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.3XXA,S23,"Sprain of ligaments of thoracic spine, initial encounter",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S23.3XXS,S23,"Sprain of ligaments of thoracic spine, sequela",Dislocation and sprain of joints and ligaments of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.0XXA,S24,"Concussion and edema of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.0XXS,S24,"Concussion and edema of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.101A,S24,"Unspecified injury at T1 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.101S,S24,"Unspecified injury at T1 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.102A,S24,"Unspecified injury at T2-T6 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.102S,S24,"Unspecified injury at T2-T6 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.103A,S24,"Unspecified injury at T7-T10 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.103S,S24,"Unspecified injury at T7-T10 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.104A,S24,"Unspecified injury at T11-T12 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.104S,S24,"Unspecified injury at T11-T12 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.109A,S24,"Unspecified injury at unspecified level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.109S,S24,"Unspecified injury at unspecified level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.111A,S24,"Complete lesion at T1 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.111S,S24,"Complete lesion at T1 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.112A,S24,"Complete lesion at T2-T6 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.112S,S24,"Complete lesion at T2-T6 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.113A,S24,"Complete lesion at T7-T10 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.113S,S24,"Complete lesion at T7-T10 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.114A,S24,"Complete lesion at T11-T12 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.114S,S24,"Complete lesion at T11-T12 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.119A,S24,"Complete lesion at unspecified level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.119S,S24,"Complete lesion at unspecified level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.131A,S24,"Anterior cord syndrome at T1 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.131S,S24,"Anterior cord syndrome at T1 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.132A,S24,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.132S,S24,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.133A,S24,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
