spine_category,category_number,site,site_cervical,site_thoracic,site_lumbar,diagnosis,icd10_code,three_digit,chapter,sub_chapter,major,dx_lower,site_number
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Complete lesion at unspecified level of thoracic spinal cord, initial encounter",S24.119A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"complete lesion at unspecified level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Anterior cord syndrome at T1 level of thoracic spinal cord, initial encounter",S24.131A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"anterior cord syndrome at t1 level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, initial encounter",S24.132A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"anterior cord syndrome at t2-t6 level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, initial encounter",S24.133A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"anterior cord syndrome at t7-t10 level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, initial encounter",S24.134A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"anterior cord syndrome at t11-t12 level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Anterior cord syndrome at unspecified level of thoracic spinal cord, initial encounter",S24.139A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"anterior cord syndrome at unspecified level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, initial encounter",S24.141A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"brown-sequard syndrome at t1 level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, initial encounter",S24.142A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"brown-sequard syndrome at t2-t6 level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, initial encounter",S24.143A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"brown-sequard syndrome at t7-t10 level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, initial encounter",S24.144A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"brown-sequard syndrome at t11-t12 level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, initial encounter",S24.149A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"brown-sequard syndrome at unspecified level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Other incomplete lesion at T1 level of thoracic spinal cord, initial encounter",S24.151A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"other incomplete lesion at t1 level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, initial encounter",S24.152A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"other incomplete lesion at t2-t6 level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, initial encounter",S24.153A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"other incomplete lesion at t7-t10 level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, initial encounter",S24.154A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"other incomplete lesion at t11-t12 level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Other incomplete lesion at unspecified level of thoracic spinal cord, initial encounter",S24.159A,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"other incomplete lesion at unspecified level of thoracic spinal cord, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Injury of nerve root of thoracic spine, initial encounter",S24.2XXA,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"injury of nerve root of thoracic spine, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Injury of thoracic sympathetic nervous system, initial encounter",S24.4XXA,S24,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of nerves and spinal cord at thorax level,"injury of thoracic sympathetic nervous system, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Unspecified injury of thoracic trachea, initial encounter",S27.50XA,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"unspecified injury of thoracic trachea, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Primary blast injury of thoracic trachea, initial encounter",S27.51XA,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"primary blast injury of thoracic trachea, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Contusion of thoracic trachea, initial encounter",S27.52XA,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"contusion of thoracic trachea, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Laceration of thoracic trachea, initial encounter",S27.53XA,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"laceration of thoracic trachea, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Other injury of thoracic trachea, initial encounter",S27.59XA,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"other injury of thoracic trachea, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Contusion of esophagus (thoracic part), initial encounter",S27.812A,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"contusion of esophagus (thoracic part), initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Laceration of esophagus (thoracic part), initial encounter",S27.813A,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"laceration of esophagus (thoracic part), initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Other injury of esophagus (thoracic part), initial encounter",S27.818A,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"other injury of esophagus (thoracic part), initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Unspecified injury of esophagus (thoracic part), initial encounter",S27.819A,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"unspecified injury of esophagus (thoracic part), initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Contusion of other specified intrathoracic organs, initial encounter",S27.892A,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"contusion of other specified intrathoracic organs, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Laceration of other specified intrathoracic organs, initial encounter",S27.893A,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"laceration of other specified intrathoracic organs, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Other injury of other specified intrathoracic organs, initial encounter",S27.898A,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"other injury of other specified intrathoracic organs, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Unspecified injury of other specified intrathoracic organs, initial encounter",S27.899A,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"unspecified injury of other specified intrathoracic organs, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Injury of unspecified intrathoracic organ, initial encounter",S27.9XXA,S27,"Injury, poisoning and certain other consequences of external causes",Injuries To The Thorax,Injury of other and unspecified intrathoracic organs,"injury of unspecified intrathoracic organ, initial encounter",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Traumatic spondylopathy, thoracic region",M48.34,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"traumatic spondylopathy, thoracic region",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Fatigue fracture of vertebra, thoracic region, initial encounter for fracture",M48.44XA,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"fatigue fracture of vertebra, thoracic region, initial encounter for fracture",3
Trauma,3,thoracic,FALSE,TRUE,FALSE,"Collapsed vertebra, not elsewhere classified, thoracic region, initial encounter for fracture",M48.54XA,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"collapsed vertebra, not elsewhere classified, thoracic region, initial encounter for fracture",3
Trauma,3,cervicothoracic,TRUE,TRUE,FALSE,"Traumatic spondylopathy, cervicothoracic region",M48.33,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"traumatic spondylopathy, cervicothoracic region",4
Trauma,3,cervicothoracic,TRUE,TRUE,FALSE,"Fatigue fracture of vertebra, cervicothoracic region, initial encounter for fracture",M48.43XA,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"fatigue fracture of vertebra, cervicothoracic region, initial encounter for fracture",4
Trauma,3,cervicothoracic,TRUE,TRUE,FALSE,"Collapsed vertebra, not elsewhere classified, cervicothoracic region, initial encounter for fracture",M48.53XA,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"collapsed vertebra, not elsewhere classified, cervicothoracic region, initial encounter for fracture",4
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified displaced fracture of first cervical vertebra, initial encounter for closed fracture",S12.000A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified displaced fracture of first cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified displaced fracture of first cervical vertebra, initial encounter for open fracture",S12.000B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified displaced fracture of first cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified nondisplaced fracture of first cervical vertebra, initial encounter for closed fracture",S12.001A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified nondisplaced fracture of first cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified nondisplaced fracture of first cervical vertebra, initial encounter for open fracture",S12.001B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified nondisplaced fracture of first cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Stable burst fracture of first cervical vertebra, initial encounter for closed fracture",S12.01XA,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"stable burst fracture of first cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Stable burst fracture of first cervical vertebra, initial encounter for open fracture",S12.01XB,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"stable burst fracture of first cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unstable burst fracture of first cervical vertebra, initial encounter for closed fracture",S12.02XA,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unstable burst fracture of first cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unstable burst fracture of first cervical vertebra, initial encounter for open fracture",S12.02XB,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unstable burst fracture of first cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Displaced posterior arch fracture of first cervical vertebra, initial encounter for closed fracture",S12.030A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"displaced posterior arch fracture of first cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Displaced posterior arch fracture of first cervical vertebra, initial encounter for open fracture",S12.030B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"displaced posterior arch fracture of first cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Nondisplaced posterior arch fracture of first cervical vertebra, initial encounter for closed fracture",S12.031A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"nondisplaced posterior arch fracture of first cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Nondisplaced posterior arch fracture of first cervical vertebra, initial encounter for open fracture",S12.031B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"nondisplaced posterior arch fracture of first cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Displaced lateral mass fracture of first cervical vertebra, initial encounter for closed fracture",S12.040A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"displaced lateral mass fracture of first cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Displaced lateral mass fracture of first cervical vertebra, initial encounter for open fracture",S12.040B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"displaced lateral mass fracture of first cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Nondisplaced lateral mass fracture of first cervical vertebra, initial encounter for closed fracture",S12.041A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"nondisplaced lateral mass fracture of first cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Nondisplaced lateral mass fracture of first cervical vertebra, initial encounter for open fracture",S12.041B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"nondisplaced lateral mass fracture of first cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other displaced fracture of first cervical vertebra, initial encounter for closed fracture",S12.090A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other displaced fracture of first cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other displaced fracture of first cervical vertebra, initial encounter for open fracture",S12.090B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other displaced fracture of first cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other nondisplaced fracture of first cervical vertebra, initial encounter for closed fracture",S12.091A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other nondisplaced fracture of first cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other nondisplaced fracture of first cervical vertebra, initial encounter for open fracture",S12.091B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other nondisplaced fracture of first cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified displaced fracture of second cervical vertebra, initial encounter for closed fracture",S12.100A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified displaced fracture of second cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified displaced fracture of second cervical vertebra, initial encounter for open fracture",S12.100B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified displaced fracture of second cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified nondisplaced fracture of second cervical vertebra, initial encounter for closed fracture",S12.101A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified nondisplaced fracture of second cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified nondisplaced fracture of second cervical vertebra, initial encounter for open fracture",S12.101B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified nondisplaced fracture of second cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",S12.130A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",S12.130B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",S12.131A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",S12.131B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Type III traumatic spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",S12.14XA,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"type iii traumatic spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Type III traumatic spondylolisthesis of second cervical vertebra, initial encounter for open fracture",S12.14XB,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"type iii traumatic spondylolisthesis of second cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",S12.150A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",S12.150B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",S12.151A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",S12.151B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other displaced fracture of second cervical vertebra, initial encounter for closed fracture",S12.190A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other displaced fracture of second cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other displaced fracture of second cervical vertebra, initial encounter for open fracture",S12.190B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other displaced fracture of second cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other nondisplaced fracture of second cervical vertebra, initial encounter for closed fracture",S12.191A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other nondisplaced fracture of second cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other nondisplaced fracture of second cervical vertebra, initial encounter for open fracture",S12.191B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other nondisplaced fracture of second cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified displaced fracture of third cervical vertebra, initial encounter for closed fracture",S12.200A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified displaced fracture of third cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified displaced fracture of third cervical vertebra, initial encounter for open fracture",S12.200B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified displaced fracture of third cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified nondisplaced fracture of third cervical vertebra, initial encounter for closed fracture",S12.201A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified nondisplaced fracture of third cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified nondisplaced fracture of third cervical vertebra, initial encounter for open fracture",S12.201B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified nondisplaced fracture of third cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",S12.230A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture",S12.230B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",S12.231A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Unspecified traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture",S12.231B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"unspecified traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Type III traumatic spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",S12.24XA,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"type iii traumatic spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Type III traumatic spondylolisthesis of third cervical vertebra, initial encounter for open fracture",S12.24XB,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"type iii traumatic spondylolisthesis of third cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",S12.250A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture",S12.250B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",S12.251A,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",5
Trauma,3,cervical,TRUE,FALSE,FALSE,"Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture",S12.251B,S12,"Injury, poisoning and certain other consequences of external causes",Injuries To The Neck,Fracture of cervical vertebra and other parts of neck,"other traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture",5
